CLM       PUR       FRN       SAR       ADY       RUS       ESN       MZB       HZP       KLS       MAN       MSL       IBS       BAS       PEL       PTH       CEU       MXL
4,14      2,16      8,32      8,32      2,26      15,25     8,32      2,26      7,27      3,35      12,24     3,35      2,26      13,25     6,34      2,26      8,12      8,30
9,9       5,13      8,32      9,31      9,19      18,22     21,19     9,19      20,14     6,32      20,16     17,21     9,19      13,25     11,29     9,19      8,12      10,28
4,14      1,17      7,33      4,36      2,26      14,26     7,33      2,26      5,29      3,35      7,29      6,32      2,26      11,27     6,34      2,26      7,13      8,30
4,14      1,17      7,33      4,36      2,26      14,26     7,33      2,26      5,29      3,35      7,29      6,32      2,26      12,26     6,34      2,26      7,13      8,30
9,9       5,13      8,32      9,31      9,19      18,22     21,19     9,19      20,14     6,32      21,15     17,21     9,19      13,25     11,29     9,19      8,12      10,28
10,8      8,10      8,32      9,31      9,19      18,22     35,5      9,19      21,13     6,32      34,2      31,7      9,19      12,26     11,29     9,19      8,12      14,24
10,8      8,10      8,32      9,31      9,19      18,22     33,7      9,19      21,13     6,32      30,6      29,9      9,19      13,25     11,29     9,19      8,12      12,26
9,9       5,13      8,32      9,31      9,19      18,22     21,19     9,19      21,13     6,32      21,15     17,21     9,19      13,25     11,29     9,19      9,11      10,28
4,14      1,17      8,32      6,34      2,26      15,25     7,33      2,26      6,28      3,35      7,29      6,32      2,26      13,25     8,32      2,26      8,12      9,29
8,10      10,8      14,26     15,25     13,15     19,21     24,16     13,15     22,12     7,31      23,13     24,14     13,15     21,17     13,27     13,15     9,11      18,20
9,9       5,13      8,32      9,31      9,19      18,22     21,19     9,19      21,13     6,32      20,16     17,21     9,19      12,26     11,29     9,19      9,11      10,28
9,9       4,14      7,33      5,35      8,20      17,23     15,25     8,20      18,16     5,33      13,23     12,26     8,20      11,27     11,29     8,20      7,13      9,29
10,8      9,9       10,30     12,28     10,18     19,21     35,5      10,18     23,11     6,32      33,3      31,7      10,18     17,21     11,29     10,18     9,11      17,21
10,8      8,10      8,32      9,31      10,18     18,22     35,5      10,18     22,12     6,32      33,3      31,7      10,18     13,25     11,29     10,18     9,11      14,24
9,9       4,14      7,33      5,35      8,20      17,23     15,25     8,20      19,15     5,33      13,23     12,26     8,20      11,27     11,29     8,20      8,12      9,29
2,16      2,16      10,30     3,37      5,23      5,35      7,33      5,23      2,32      10,28     8,28      2,36      5,23      5,33      3,37      5,23      3,17      8,30
4,14      1,17      7,33      4,36      2,26      13,27     5,35      2,26      2,32      3,35      3,33      3,35      2,26      11,27     4,36      2,26      7,13      7,31
9,9       10,8      26,14     21,19     14,14     19,21     15,25     14,14     11,23     30,8      10,26     14,24     14,14     17,21     25,15     14,14     9,11      20,18
9,9       4,14      7,33      5,35      8,20      17,23     15,25     8,20      18,16     5,33      13,23     12,26     8,20      11,27     11,29     8,20      7,13      9,29
4,14      1,17      8,32      4,36      2,26      14,26     6,34      2,26      5,29      3,35      5,31      3,35      2,26      11,27     6,34      2,26      7,13      7,31
10,8      8,10      8,32      9,31      9,19      18,22     33,7      9,19      21,13     6,32      31,5      29,9      9,19      12,26     11,29     9,19      8,12      12,26
4,14      1,17      7,33      4,36      2,26      14,26     7,33      2,26      5,29      3,35      7,29      6,32      2,26      11,27     6,34      2,26      7,13      8,30
4,14      6,12      7,33      8,32      8,20      14,26     22,18     8,20      12,22     5,33      27,9      17,21     8,20      12,26     9,31      8,20      8,12      10,28
7,11      5,13      7,33      8,32      9,19      16,24     23,17     9,19      20,14     7,31      20,16     17,21     9,19      12,26     12,28     9,19      8,12      11,27
4,14      4,14      6,34      4,36      2,26      12,28     19,21     2,26      6,28      4,34      20,16     16,22     2,26      11,27     8,32      2,26      7,13      11,27
5,13      7,11      11,29     11,29     6,22      18,22     23,17     6,22      7,27      6,32      23,13     26,12     6,22      13,25     11,29     6,22      8,12      11,27
7,11      7,11      7,33      7,33      7,21      12,28     24,16     7,21      7,27      3,35      18,18     23,15     7,21      12,26     7,33      7,21      8,12      10,28
6,12      2,16      5,35      3,37      6,22      12,28     7,33      6,22      4,30      3,35      6,30      6,32      6,22      8,30      6,34      6,22      8,12      7,31
6,12      4,14      8,32      10,30     9,19      18,22     25,15     9,19      16,18     5,33      15,21     22,16     9,19      16,22     13,27     9,19      8,12      14,24
10,8      9,9       13,27     13,27     15,13     18,22     10,30     15,13     6,28      8,30      8,28      15,23     15,13     24,14     11,29     15,13     10,10     17,21
9,9       8,10      11,29     17,23     8,20      8,32      27,13     8,20      13,21     11,27     12,24     18,20     8,20      13,25     15,25     8,20      7,13      15,23
8,10      8,10      10,30     20,20     10,18     5,35      19,21     10,18     22,12     6,32      21,15     19,19     10,18     12,26     17,23     10,18     7,13      15,23
3,15      6,12      26,14     16,24     12,16     24,16     8,32      12,16     11,23     28,10     6,30      5,33      12,16     14,24     17,23     12,16     6,14      15,23
7,11      3,15      6,34      4,36      4,24      12,28     12,28     4,24      3,31      2,36      10,26     10,28     4,24      10,28     6,34      4,24      7,13      8,30
8,10      7,11      10,30     21,19     10,18     4,36      14,26     10,18     18,16     6,32      11,25     14,24     10,18     12,26     17,23     10,18     7,13      14,24
12,6      6,12      14,26     20,20     12,16     16,24     18,22     12,16     14,20     9,29      22,14     18,20     12,16     20,18     18,22     12,16     13,7      22,16
6,12      4,14      9,31      17,23     8,20      3,37      14,26     8,20      9,25      7,31      16,20     13,25     8,20      11,27     12,28     8,20      6,14      14,24
7,11      4,14      8,32      17,23     10,18     4,36      15,25     10,18     6,28      7,31      17,19     12,26     10,18     12,26     8,32      10,18     7,13      18,20
6,12      2,16      6,34      4,36      6,22      14,26     9,31      6,22      8,26      2,36      10,26     6,32      6,22      9,29      7,33      6,22      8,12      9,29
3,15      10,8      25,15     17,23     13,15     23,17     16,24     13,15     10,24     28,10     13,23     12,26     13,15     16,22     17,23     13,15     5,15      13,25
8,10      6,12      5,35      9,31      7,21      15,25     19,21     7,21      19,15     6,32      14,22     13,25     7,21      11,27     13,27     7,21      8,12      10,28
3,15      5,13      11,29     13,27     8,20      18,22     5,35      8,20      4,30      14,24     3,33      9,29      8,20      11,27     7,33      8,20      4,16      5,33
8,10      5,13      9,31      5,35      10,18     12,28     33,7      10,18     22,12     12,26     29,7      28,10     10,18     9,29      24,16     10,18     7,13      10,28
5,13      1,17      8,32      4,36      8,20      11,29     8,32      8,20      8,26      4,34      11,25     4,34      8,20      9,29      10,30     8,20      7,13      5,33
8,10      6,12      10,30     6,34      11,17     12,28     35,5      11,17     21,13     14,24     32,4      34,4      11,17     11,27     23,17     11,17     7,13      14,24
9,9       6,12      10,30     6,34      12,16     18,22     30,10     12,16     22,12     15,23     32,4      29,9      12,16     14,24     25,15     12,16     9,11      11,27
4,14      3,15      9,31      6,34      8,20      16,24     10,30     8,20      7,27      7,31      18,18     11,27     8,20      14,24     12,28     8,20      9,11      7,31
4,14      5,13      11,29     12,28     10,18     8,32      27,13     10,18     7,27      15,23     20,16     21,17     10,18     3,35      9,31      10,18     2,18      8,30
6,12      7,11      16,24     21,19     6,22      11,29     10,30     6,22      7,27      11,27     6,30      7,31      6,22      14,24     10,30     6,22      8,12      24,14
4,14      4,14      10,30     7,33      5,23      10,30     14,26     5,23      10,24     14,24     24,12     21,17     5,23      6,32      15,25     5,23      2,18      4,34
9,9       7,11      24,16     18,22     19,9      26,14     13,27     19,9      20,14     20,18     10,26     10,28     19,9      24,14     19,21     19,9      12,8      15,23
8,10      9,9       15,25     23,17     9,19      13,27     9,31      9,19      13,21     18,20     13,23     10,28     9,19      16,22     20,20     9,19      9,11      28,10
6,12      7,11      15,25     20,20     5,23      11,29     3,37      5,23      4,30      11,27     2,34      2,36      5,23      14,24     10,30     5,23      7,13      22,16
8,10      8,10      21,19     20,20     15,13     22,18     8,32      15,13     16,18     18,20     14,22     15,23     15,13     21,17     15,25     15,13     9,11      15,23
9,9       9,9       22,18     21,19     19,9      27,13     15,25     19,9      19,15     19,19     10,26     14,24     19,9      22,16     17,23     19,9      10,10     9,29
2,16      2,16      3,37      3,37      6,22      5,35      20,20     6,22      7,27      2,36      18,18     17,21     6,22      5,33      4,36      6,22      3,17      7,31
7,11      7,11      18,22     20,20     15,13     22,18     12,28     15,13     10,24     17,21     16,20     17,21     15,13     21,17     13,27     15,13     9,11      16,22
9,9       9,9       17,23     18,22     8,20      13,27     7,33      8,20      14,20     19,19     2,34      3,35      8,20      14,24     21,19     8,20      9,11      21,17
8,10      9,9       27,13     22,18     14,14     27,13     15,25     14,14     18,16     25,13     19,17     13,25     14,14     25,13     14,26     14,14     8,12      11,27
10,8      9,9       13,27     18,22     14,14     13,27     21,19     14,14     16,18     13,25     12,24     21,17     14,14     13,25     26,14     14,14     12,8      25,13
5,13      3,15      6,34      4,36      10,18     8,32      10,30     10,18     14,20     11,27     9,27      12,26     10,18     5,33      18,22     10,18     5,15      5,33
4,14      5,13      13,27     4,36      6,22      10,30     34,6      6,22      11,23     17,21     22,14     26,12     6,22      9,29      16,24     6,22      4,16      8,30
4,14      4,14      6,34      4,36      6,22      8,32      12,28     6,22      11,23     10,28     9,27      7,31      6,22      9,29      14,26     6,22      6,14      6,32
5,13      8,10      5,35      4,36      8,20      8,32      31,9      8,20      12,22     9,29      21,15     26,12     8,20      10,28     15,25     8,20      6,14      9,29
5,13      1,17      21,19     8,32      5,23      18,22     3,37      5,23      9,25      20,18     9,27      6,32      5,23      18,20     9,31      5,23      7,13      4,34
4,14      1,17      12,28     5,35      3,25      10,30     4,36      3,25      9,25      5,33      5,31      6,32      3,25      11,27     6,34      3,25      6,14      6,32
4,14      5,13      7,33      8,32      7,21      8,32      7,33      7,21      4,30      3,35      3,33      8,30      7,21      6,32      8,32      7,21      4,16      12,26
9,9       12,6      9,31      14,26     10,18     12,28     27,13     10,18     14,20     11,27     18,18     19,19     10,18     7,31      18,22     10,18     6,14      18,20
9,9       6,12      12,28     10,30     6,22      14,26     20,20     6,22      19,15     13,25     17,19     15,23     6,22      12,26     16,24     6,22      8,12      8,30
8,10      7,11      13,27     20,20     13,15     15,25     12,28     13,15     9,25      13,25     10,26     14,24     13,15     13,25     11,29     13,15     7,13      13,25
9,9       8,10      21,19     12,28     8,20      18,22     18,22     8,20      21,13     22,16     22,14     17,21     8,20      19,19     23,17     8,20      8,12      19,19
7,11      9,9       13,27     14,26     8,20      14,26     25,15     8,20      19,15     15,23     19,17     17,21     8,20      16,22     18,22     8,20      10,10     16,22
7,11      7,11      20,20     15,25     7,21      10,30     19,21     7,21      10,24     13,25     21,15     22,16     7,21      13,25     12,28     7,21      4,16      14,24
11,7      12,6      13,27     15,25     11,17     16,24     21,19     11,17     9,25      11,27     8,28      20,18     11,17     19,19     13,27     11,17     16,4      17,21
3,15      7,11      10,30     16,24     11,17     14,26     5,35      11,17     8,26      7,31      8,28      5,33      11,17     12,26     7,33      11,17     6,14      10,28
5,13      5,13      5,35      11,29     6,22      10,30     4,36      6,22      10,24     5,33      6,30      3,35      6,22      12,26     14,26     6,22      7,13      9,29
1,17      6,12      15,25     18,22     7,21      12,28     13,27     7,21      11,23     13,25     11,25     14,24     7,21      15,23     18,22     7,21      8,12      8,30
9,9       10,8      16,24     22,18     12,16     8,32      21,19     12,16     15,19     15,23     18,18     16,22     12,16     13,25     20,20     12,16     7,13      18,20
4,14      3,15      20,20     9,31      11,17     17,23     21,19     11,17     14,20     29,9      14,22     18,20     11,17     15,23     12,28     11,17     8,12      15,23
9,9       4,14      21,19     18,22     14,14     26,14     14,26     14,14     13,21     23,15     7,29      10,28     14,14     23,15     16,24     14,14     11,9      14,24
9,9       5,13      13,27     13,27     12,16     20,20     29,11     12,16     10,24     13,25     19,17     27,11     12,16     15,23     10,30     12,16     12,8      15,23
6,12      10,8      9,31      17,23     9,19      7,33      6,34      9,19      14,20     4,34      9,27      5,33      9,19      8,30      17,23     9,19      7,13      12,26
4,14      8,10      8,32      10,30     4,24      9,31      21,19     4,24      9,25      9,29      15,21     24,14     4,24      8,30      8,32      4,24      4,16      18,20
10,8      12,6      21,19     26,14     15,13     17,23     19,21     15,13     14,20     17,21     19,17     16,22     15,13     17,21     21,19     15,13     8,12      15,23
5,13      6,12      10,30     14,26     5,23      12,28     7,33      5,23      2,32      11,27     4,32      7,31      5,23      10,28     5,35      5,23      3,17      9,29
6,12      8,10      15,25     13,27     11,17     7,33      24,16     11,17     21,13     13,25     27,9      23,15     11,17     10,28     20,20     11,17     6,14      16,22
8,10      3,15      15,25     13,27     12,16     22,18     9,31      12,16     14,20     14,24     5,31      7,31      12,16     18,20     15,25     12,16     11,9      13,25
5,13      6,12      11,29     12,28     10,18     5,35      8,32      10,18     13,21     5,33      4,32      7,31      10,18     7,31      13,27     10,18     5,15      5,33
2,16      4,14      10,30     3,37      3,25      6,34      21,19     3,25      6,28      10,28     24,12     21,17     3,25      7,31      9,31      3,25      2,18      12,26
4,14      6,12      10,30     13,27     5,23      12,28     7,33      5,23      2,32      11,27     4,32      7,31      5,23      10,28     5,35      5,23      3,17      9,29
5,13      6,12      7,33      10,30     3,25      10,30     8,32      3,25      7,27      7,31      9,27      6,32      3,25      12,26     9,31      3,25      4,16      11,27
8,10      8,10      14,26     22,18     12,16     14,26     18,22     12,16     27,7      22,16     18,18     14,24     12,16     17,21     27,13     12,16     9,11      22,16
4,14      5,13      5,35      6,34      4,24      8,32      11,29     4,24      3,31      6,32      8,28      10,28     4,24      5,33      6,34      4,24      3,17      6,32
2,16      4,14      8,32      11,29     3,25      9,31      11,29     3,25      7,27      5,33      16,20     8,30      3,25      11,27     8,32      3,25      6,14      11,27
6,12      6,12      15,25     10,30     6,22      13,27     18,22     6,22      5,29      6,32      19,17     14,24     6,22      8,30      10,30     6,22      3,17      13,25
7,11      8,10      19,21     19,21     14,14     15,25     16,24     14,14     18,16     23,15     12,24     18,20     14,14     20,18     20,20     14,14     11,9      16,22
5,13      5,13      16,24     11,29     5,23      14,26     13,27     5,23      4,30      6,32      18,18     9,29      5,23      9,29      9,31      5,23      3,17      13,25
8,10      6,12      19,21     16,24     13,15     15,25     18,22     13,15     18,16     23,15     10,26     20,18     13,15     20,18     20,20     13,15     11,9      12,26
10,8      10,8      14,26     16,24     13,15     21,19     20,20     13,15     15,19     16,22     17,19     17,21     13,15     15,23     27,13     13,15     6,14      23,15
7,11      7,11      11,29     15,25     9,19      9,31      19,21     9,19      13,21     7,31      19,17     19,19     9,19      8,30      9,31      9,19      5,15      10,28
8,10      8,10      10,30     12,28     13,15     17,23     12,28     13,15     13,21     21,17     16,20     13,25     13,15     14,24     25,15     13,15     6,14      11,27
5,13      3,15      8,32      8,32      7,21      13,27     3,37      7,21      7,27      5,33      4,32      7,31      7,21      8,30      9,31      7,21      4,16      5,33
8,10      10,8      8,32      14,26     10,18     17,23     8,32      10,18     8,26      6,32      11,25     8,30      10,18     10,28     14,26     10,18     5,15      15,23
8,10      8,10      11,29     16,24     15,13     17,23     17,23     15,13     13,21     22,16     27,9      23,15     15,13     14,24     25,15     15,13     6,14      13,25
5,13      7,11      8,32      13,27     10,18     12,28     29,11     10,18     12,22     19,19     36,0      31,7      10,18     12,26     22,18     10,18     5,15      16,22
4,14      9,9       19,21     14,26     6,22      19,21     15,25     6,22      9,25      8,30      14,22     12,26     6,22      13,25     15,25     6,22      8,12      5,33
9,9       6,12      9,31      15,25     10,18     8,32      21,19     10,18     10,24     23,15     29,7      29,9      10,18     10,28     13,27     10,18     4,16      19,19
7,11      2,16      8,32      12,28     10,18     7,33      4,36      10,18     8,26      22,16     2,34      8,30      10,18     8,30      8,32      10,18     4,16      12,26
